1,-114.1861557784915
2,-1798.3521402048327
3,-759.024020004883
4,-562.7414685155254
5,-926.3301958125156
6,-806.992932549303
7,-797.1014690943732
8,-892.0656563907824
9,-514.1136583799316
10,-587.1476780052291
11,-200.0697458981715
12,-692.4134381722359
13,-265.61737954076693
14,-610.0277206472147
15,-420.9512490057223
16,-265.69085509240404
17,-167.8933047689465
18,-402.8406617541991
19,-189.21642043101537
20,-207.00797459869474
21,-119.54294763696356
22,-141.4196203404913
23,-185.93659307346746
24,-136.8149248278126
25,-98.78805062743979
26,33.49531480628053
27,-151.9250768381561
28,-127.91657496731011
29,-161.17734317673228
30,-208.78768931864096
31,-144.18424895271423
32,-194.87447985985966
33,-184.1186490565083
34,-205.87237810866336
35,-79.71340230663688
36,-207.35202759557436
37,-128.657457162764
38,-258.0721417739697
39,-187.1715823547962
40,-210.75307141276647
41,-238.49840904938063
42,-262.91535838301445
43,-248.68198615149814
44,-295.36450293348275
45,-171.0481287245167
46,-252.94360040220178
47,-321.42130400622136
48,-265.76416496506056
49,-234.56845873250919
50,-212.55542770931137
51,-55.41058559677519
52,-110.67313375055946
53,-128.84920520895477
54,-162.14869062618345
55,-223.15156950682763
56,-134.02380151458865
57,-74.58298301535943
58,-268.88555892167983
59,-138.62365299839544
60,-264.0459874214058
61,-168.72428075789034
62,-231.71331311503545
63,-93.40463280837328
64,-26.137498293338016
65,-212.3483933913447
66,-105.09201514766536
67,-68.16908442382139
68,-154.765679161867
69,-129.56779392310048
70,-189.1469255696891
71,-167.840779808486
72,-104.78050849140341
73,-220.01237776414038
74,-102.5290343008696
75,-107.08716849739373
76,-84.95305152714941
77,-121.98384397548365
78,-177.5942597840143
79,-122.92782476401449
80,-46.17347569641633
81,-125.11665458736334
82,-132.25822316709628
83,-145.80799090936557
84,-175.59221889963368
85,-101.47428758458506
86,-96.83762939284122
87,-103.80795604400136
88,-52.52659322800721
89,-194.28275398267027
90,-34.426763340158004
91,-42.070205285284615
92,-113.95803125650467
93,-48.9206709481849
94,-179.51179723994844
95,-48.129743480972905
96,-166.62916711798528
97,-90.10365108366688
98,-65.35046262714968
99,-12.653428915897607
100,-113.0844217735704
101,12.732365539549832
102,-155.9062242570006
103,-31.16508893673992
104,-253.57092938953573
105,-43.661279618579265
106,-68.78611951559293
107,-347.5852524345762
108,-133.87936574457896
109,-116.30719718362437
110,-155.65077257038772
111,-134.20966361351532
112,-155.16879756024247
113,-310.8151496519554
114,-278.673336819625
115,-141.25025602735167
116,-59.470588491010126
117,-71.06020609522882
118,-119.87303475352137
119,7.1999544271635045
120,-300.1544448825382
121,-157.4592206236583
122,-304.9381049653925
123,-50.69620987196979
124,-15.48701497318578
125,-76.70490358507753
126,-60.19969616858839
127,-149.07037346084036
128,-126.68703711484962
129,-122.85160330322579
130,-39.69485759558993
131,-96.25886897522142
132,-107.62519552293539
133,-89.58044594493462
134,-386.90827621920636
135,-119.6341090105486
136,-13.68500358670137
137,-28.059230628117007
138,-96.8338785877723
139,-14.029111867978116
140,-167.66880927911322
141,-63.8268131353379
142,-56.4064237123018
143,-45.23182404646813
144,-91.98225451806279
145,-97.37619871079096
146,-279.695269637907
147,-95.29863410336988
148,-464.27218762847406
149,-589.3596007157344
150,-271.20472499858766
151,-290.6930852135736
152,-183.71169939324017
153,-115.84572799855952
154,-194.55266036121492
155,-91.45563599676903
156,-36.45170874957594
157,-217.21759766550616
158,-106.53325791012665
159,-44.598768083402945
160,-32.55634270061605
161,-47.31319571359434
162,-88.86424969522808
163,-58.733542105186906
164,-53.616058147294964
165,-93.16884879124886
166,-41.88565189541551
167,-18.52781164218699
168,-67.49207290555347
169,-81.88267818328835
170,-54.81603828080551
171,-76.51567294301057
172,-117.7164933573662
173,-16.43976956099231
174,-18.15521756167344
175,-71.8881295151857
176,-40.67070707588782
177,-59.291193923952505
178,-22.02929939622616
179,-63.34809144325321
